Focal species,Food item,Category,Additional food item information,Method,Sample size,% frequency of occurrence,% of total volume,Estimated mean % prey composition,Mean % relative density,% total volume for season,% frequency of occurrence within samples containing bird remains,% of dry fecal weight,% of all fish identified,% contribution to fatty acid signatures,% of total stems utilized,% time spent on each food type,% of browse pile,Average fragments of chewed vegetation per colony,Location,Additional location information,Sampling period,Month,Season,Reference,
American black bear,Snowshoe hare,Snowshoe hare,,Scat + stomach content analysis,4,25,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1993,May-August,spring-summer,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Bone,,,Scat + stomach content analysis,21+1,27.3,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1994,May-August,spring-summer,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Bone,,,Scat + stomach content analysis,4,25,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1994,May-August,spring-summer,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Feathers,,,Scat + stomach content analysis,4,25,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1995,May-August,spring-summer,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Feathers,,,Scat + stomach content analysis,23,4.3,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1995,May-August,spring-summer,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Flesh,,,Scat + stomach content analysis,20+6,11.5,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1993,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Flesh,,,Scat + stomach content analysis,21+1,9.1,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1993,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,garbage,,,Scat + stomach content analysis,8,25,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1993,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,garbage,,,Scat + stomach content analysis,20+6,11.5,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1993,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,garbage,,,Scat + stomach content analysis,29+3,15.6,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1994,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,garbage,,,Scat + stomach content analysis,23,4.3,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1994,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,leaves,,,Scat + stomach content analysis,8,37.5,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1994,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,leaves,,,Scat + stomach content analysis,20+6,38.5,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1994,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,leaves,,,Scat + stomach content analysis,21+1,18.2,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1994,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,leaves,,,Scat + stomach content analysis,29+3,25,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1994,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,leaves,,,Scat + stomach content analysis,23,26.1,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1994,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,roots,,,Scat + stomach content analysis,8,12.5,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1992,May-August,spring-summer,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Unknown green veg.,,,Scat + stomach content analysis,8,12.5,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1993,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Unknown green veg.,,,Scat + stomach content analysis,20+6,38.5,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1993,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Unknown green veg.,,,Scat + stomach content analysis,21+1,27.3,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1993,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Unknown green veg.,,,Scat + stomach content analysis,4,50,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1993,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Unknown green veg.,,,Scat + stomach content analysis,29+3,18.8,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1993,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Unknown green veg.,,,Scat + stomach content analysis,23,4.3,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1993,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Unknown mammal,,,Scat + stomach content analysis,8,12.5,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1993,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Unknown mammal,,,Scat + stomach content analysis,21+1,4.5,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1994,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Unknown mammal,,,Scat + stomach content analysis,29+3,6.3,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1994,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Unknown mammal,,,Scat + stomach content analysis,23,4.3,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1994,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,woodchips,,,Scat + stomach content analysis,8,12.5,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1995,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,woodchips,,,Scat + stomach content analysis,20+6,3.8,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1995,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,woodchips,,,Scat + stomach content analysis,29+3,3.1,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1995,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Bone,,,Scat analysis,47,2.1,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1994,May-August,spring-summer,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Feathers,,,Scat analysis,47,4.3,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1993,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,garbage,,,Scat analysis,47,29.8,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1994,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,leaves,,,Scat analysis,47,42.6,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1994,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,leaves,,,Scat analysis,5,40,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1994,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,leaves,,,Scat analysis,5,60,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1994,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,leaves,,,Scat analysis,3,66.7,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1994,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,leaves,,,Scat analysis,8,50,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1994,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,leaves,,,Scat analysis,5,60,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1994,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,roots,,,Scat analysis,5,20,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1992,May-August,spring-summer,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,seaweed,,,Scat analysis,5,20,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1993,May-August,spring-summer,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Unknown green veg.,,,Scat analysis,47,10.6,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1993,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Unknown green veg.,,,Scat analysis,5,20,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1993,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Unknown green veg.,,,Scat analysis,8,37.5,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1993,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Unknown green veg.,,,Scat analysis,8,12.5,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1993,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Unknown mammal,,,Scat analysis,47,4.3,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1994,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,Unknown mammal,,,Scat analysis,5,20,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1994,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,woodchips,,,Scat analysis,47,10.6,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1995,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,woodchips,,,Scat analysis,5,40,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1995,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
American black bear,woodchips,,,Scat analysis,5,40,,,,,,,,,,,,,"Terra Nova National Park, Newfoundland",,1995,August-November,late summer-fall,"Day, S. M. 1997. Aspects of Newfoundland black bear (Ursus americanus hamiltoni) food habits and habitat use in human-influenced environments. M. Sc. Thesis, Acadia University",
