taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2435994	Sorex caecutiens Laxmann, 1788	2435994	Sorex caecutiens Laxmann, 1788	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Soricidae	5534	Sorex	2435935	Sorex caecutiens	2435994	LC
2437020	Ochotona collaris (Nelson, 1893)	2437020	Ochotona collaris (Nelson, 1893)	310	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Lagomorpha	785	Ochotonidae	5467	Ochotona	2436951	Ochotona collaris	2437020	LC
4969312	Neohipparion eurystyle (Cope, 1893)	9350499	Equus eurystylus (Cope, 1893)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Perissodactyla	795	Equidae	5479	Neohipparion	4830452	Equus eurystylus	9350499	
4973235	Predicrostonyx hopkinsi Guthrie & Matthews, 1971	4973235	Predicrostonyx hopkinsi Guthrie & Matthews, 1971	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Muridae	5510	Predicrostonyx	4828659	Predicrostonyx hopkinsi	4973235	
2438607	Microtus leucurus (Blyth, 1863)	7775197	Neodon leucurus (Blyth, 1863)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Neodon	7915033	Neodon leucurus	7775197	LC
2440902	Antilocapra americana (Ord, 1815)	2440902	Antilocapra americana (Ord, 1815)	354	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Antilocapridae	5715	Antilocapra	2440901	Antilocapra americana	2440902	LC
4829806	Litaletes Simpson, 1925	4829806	Litaletes Simpson, 1925	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Mioclaenidae	3239504	Litaletes	4829806			
4975122	Turgidodon praesagus (Russell, 1952)	9405907	Alphadon praesagus Russell, 1972	7	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Didelphimorphia	783	Didelphidae	5455	Alphadon	4826734	Alphadon praesagus	9405907	
6164230	Canis latrans umpquensis Jackson, 1949	6164230	Canis latrans umpquensis Jackson, 1949	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Canidae	9701	Canis	5219142	Canis latrans	5219153	
7193949	Ursus americanus americanus	7193949	Ursus americanus americanus	125	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Ursidae	9681	Ursus	2433406	Ursus americanus	2433407	
9184632	Microtus deceitensis (Guthrie & Matthews, 1971)	9184632	Microtus deceitensis (Guthrie & Matthews, 1971)	53	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Lasiopodomys	2438401	Microtus deceitensis	9184632	
9936767	BOLD:ACF5665	9936767	BOLD:ACF5665	309	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Soricidae	5534	Sorex	2435935	Sorex cinereus	2435964	
2434801	Pagophilus groenlandicus (Erxleben, 1777)	2434801	Pagophilus groenlandicus (Erxleben, 1777)	299	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Phocidae	5310	Pagophilus	2434800	Pagophilus groenlandicus	2434801	LC
4830530	Miohippus intermedius (Osborn & Wortman, 1895)	9504684	Mesohippus intermedius (Osborn & Wortman, 1895)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Perissodactyla	795	Equidae	5479	Miohippus	4830528	Mesohippus intermedius	9504684	
4832492	Harpagolestes Wortman, 1901	4832492	Harpagolestes Wortman, 1901	2	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Cetacea	733	Mesonychidae	3240230	Harpagolestes	4832492			
4834825	Soergelia Schaub, 1952	4834825	Soergelia Schaub, 1952	8	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Bovidae	9614	Soergelia	4834825			
4970189	Tomarctus hippophaga (Matthew & Cook, 1909)	9390276	Tephrocyon hippophagus (Matthew & Cook, 1909)	20	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Canidae	9701	Tomarctus	4833456	Tephrocyon hippophagus	9390276	
5936298	Leptotomus guildayi Black, 1971	5936298	Leptotomus guildayi Black, 1971	3	SPECIES	DOUBTFUL	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Ischyromyidae	3240708	Tapomys	4828146	Leptotomus guildayi	5936298	
6163356	Sorex fumeus umbrosus Jackson, 1917	6163356	Sorex fumeus umbrosus Jackson, 1917	386	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Soricidae	5534	Sorex	2435935	Sorex fumeus	2435947	
10171672	BOLD:AAA3325	10171672	BOLD:AAA3325	75	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Myodes	2438724	Myodes gapperi	5706760	
5455	Didelphidae	5455	Didelphidae	6	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Didelphimorphia	783	Didelphidae	5455					
4263537	Tamiasciurus hudsonicus gymnicus (Bangs, 1899)	4263537	Tamiasciurus hudsonicus gymnicus (Bangs, 1899)	385	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Tamiasciurus	2437279	Tamiasciurus hudsonicus	2437282	
4831597	Titanoides Gidley, 1917	4831597	Titanoides Gidley, 1917	4	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Titanoideidae	4831596	Titanoides	4831597			
4970175	Borophagus diversidens (Cope, 1892)	4970175	Borophagus diversidens (Cope, 1892)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Canidae	9701	Borophagus	4833511	Borophagus diversidens	4970175	
4973549	Lasiopodomys deceitensis (Guthrie & Matthews, 1971)	9184632	Microtus deceitensis (Guthrie & Matthews, 1971)	2	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Lasiopodomys	2438401	Microtus deceitensis	9184632	
4975089	Eodelphis browni Matthew, 1916	4975089	Eodelphis browni Matthew, 1916	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Didelphimorphia	783	Stagodontidae	4831511	Eodelphis	4831515	Eodelphis browni	4975089	
5936070	Pseudaelurus aeluroides Macdonald, 1954	5936070	Pseudaelurus aeluroides Macdonald, 1954	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Felidae	9703	Pseudaelurus	3240078	Pseudaelurus aeluroides	5936070	
2435947	Sorex fumeus G.M.Miller, 1895	2435947	Sorex fumeus G.M.Miller, 1895	1075	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Soricidae	5534	Sorex	2435935	Sorex fumeus	2435947	LC
2436249	Condylura cristata cristata	2436249	Condylura cristata cristata	106	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Talpidae	9469	Condylura	2436247	Condylura cristata	2436248	
2438382	Dicrostonyx Gloger, 1841	2438382	Dicrostonyx Gloger, 1841	377	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Dicrostonyx	2438382			
2438655	Microtus pennsylvanicus (Ord, 1815)	2438655	Microtus pennsylvanicus (Ord, 1815)	29736	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Microtus	2438591	Microtus pennsylvanicus	2438655	LC
4974232	Cimolestes propalaeoryctes (Lillegraven, 1969)	4974232	Cimolestes propalaeoryctes (Lillegraven, 1969)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359					Scollardius	8535730	Cimolestes propalaeoryctes	4974232	
10258341	BOLD:ADI6799	10258341	BOLD:ADI6799	1	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Soricidae	5534	Sorex	2435935	Sorex monticolus	2436019	
4826486	Ankylodon Patterson & McGrew, 1937	4826486	Ankylodon Patterson & McGrew, 1937	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Erinaceomorpha	829	Amphilemuridae	3240471	Ankylodon	4826486			
7193858	Lasiurus cinereus cinereus	7193858	Lasiurus cinereus cinereus	16	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Vespertilionidae	9368	Lasiurus	2432584	Lasiurus cinereus	5218544	
2440447	Tursiops truncatus (Montagu, 1821)	2440447	Tursiops truncatus (Montagu, 1821)	149	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Cetacea	733	Delphinidae	5314	Tursiops	2440446	Tursiops truncatus	2440447	LC
4975113	Alphadon marshi Simpson, 1927	4975113	Alphadon marshi Simpson, 1927	13	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Didelphimorphia	783	Didelphidae	5455	Alphadon	4826734	Alphadon marshi	4975113	
6164816	Sylvilagus nuttallii grangeri (J.A.Allen, 1895)	6164816	Sylvilagus nuttallii grangeri (J.A.Allen, 1895)	19	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Lagomorpha	785	Leporidae	9379	Sylvilagus	2436839	Sylvilagus nuttallii	2436854	
8280085	Phenacomys mackenzii Preble, 1902	2438113	Phenacomys ungava Merriam, 1889	3	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Phenacomys	2438112	Phenacomys ungava	2438113	
8508016	Microtus drummondi (Audubon & Bachman, 1854)	2438655	Microtus pennsylvanicus (Ord, 1815)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Microtus	2438591	Microtus pennsylvanicus	2438655	
9522090	Citellus parryii (Richardson, 1825)	8303143	Urocitellus parryii (Richardson, 1825)	11	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Urocitellus	4827933	Urocitellus parryii	8303143	
4829445	Amblycastor Matthew, 1918	4829444	Anchitheriomys Roger, 1898	1	GENUS	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Eutypomyidae	4829441	Anchitheriomys	4829444			
4968742	Microcosmodon arcuatus Johnston & Fox, 1984	4968742	Microcosmodon arcuatus Johnston & Fox, 1984	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Eucosmodontidae	4831290	Microcosmodon	4831297	Microcosmodon arcuatus	4968742	
5218922	Mustela frenata saturata (Merriam, 1896)	5218922	Mustela frenata saturata (Merriam, 1896)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Mustelidae	5307	Mustela	2433922	Mustela frenata	5218919	
6164197	Canis lupus griseoalbus Baird, 1858	6164197	Canis lupus griseoalbus Baird, 1858	5	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Canidae	9701	Canis	5219142	Canis lupus	5219173	
9531221	Ovis Linnaeus, 1758	9531221	Ovis Linnaeus, 1758	26	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Bovidae	9614	Ovis	9531221			
6163832	Ursus americanus cinnamomum Audubon & Bachman, 1854	6163832	Ursus americanus cinnamomum Audubon & Bachman, 1854	85	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Ursidae	9681	Ursus	2433406	Ursus americanus	2433407	
9570722	Helaletes guyotii (Scott, 1883)	9124096	Hyrachyus intermedius (Osborn et al., 1878)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Perissodactyla	795	Helaletidae	4830319	Desmatotherium	4830325	Hyrachyus intermedius	9124096	
5298	Cervidae	5298	Cervidae	1444	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298					
2437961	Peromyscus Gloger, 1841	2437961	Peromyscus Gloger, 1841	1367	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Peromyscus	2437961			
4828688	Arvicolidae	4828688	Arvicolidae	6	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Arvicolidae	4828688					
4830528	Miohippus Marsh, 1874	4830528	Miohippus Marsh, 1874	6	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Perissodactyla	795	Equidae	5479	Miohippus	4830528			
4831290	Eucosmodontidae	4831290	Eucosmodontidae	2	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Eucosmodontidae	4831290					
4831727	Pararyctes Van Valen, 1966	4831727	Pararyctes Van Valen, 1966	6	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Palaeoryctidae	3239957	Pararyctes	4831727			
4972291	Gripholagomys lavocati Green, 1972	4972291	Gripholagomys lavocati Green, 1972	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Lagomorpha	785	Leporidae	9379	Gripholagomys	4825758	Gripholagomys lavocati	4972291	
4975085	Didelphodon coyi Fox & Naylor, 1986	4975085	Didelphodon coyi Fox & Naylor, 1986	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Didelphimorphia	783	Stagodontidae	4831511	Didelphodon	4831516	Didelphodon coyi	4975085	
7193883	Vulpes lagopus lagopus	7193883	Vulpes lagopus lagopus	135	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Canidae	9701	Vulpes	5219234	Vulpes lagopus	5219303	
8479186	Schaubeumys clivosus (Galbreath, 1953)	4973170	Plesiosminthus clivosus (Galbreath, 1953)	2	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Dipodidae	9435	Schaubeumys	4829423	Plesiosminthus clivosus	4973170	
5467	Ochotonidae	5467	Ochotonidae	2	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Lagomorpha	785	Ochotonidae	5467					
2439381	Thomomys Wied-Neuwied, 1839	2439381	Thomomys Wied-Neuwied, 1839	29	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Geomyidae	9437	Thomomys	2439381			
3240704	Florentiamyidae	3240704	Florentiamyidae	1	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Florentiamyidae	3240704					
4972333	Downsimus chadwicki Macdonald, 1970	4972333	Downsimus chadwicki Macdonald, 1970	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Allomyidae	4829318	Downsimus	4829319	Downsimus chadwicki	4972333	
8979271	Peromyscus maniculatus angustus Hall, 1932	2437967	Peromyscus maniculatus (Wagner, 1845)	868	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Peromyscus	2437961	Peromyscus maniculatus	2437967	
9879702	BOLD:AAH2284	9879702	BOLD:AAH2284	28	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Mustelidae	5307	Mustela	2433922	Mustela frenata	5218919	
5722	Erinaceidae	5722	Erinaceidae	7	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Erinaceomorpha	829	Erinaceidae	5722					
2432978	Micropteropus pusillus (Peters, 1868)	2432978	Micropteropus pusillus (Peters, 1868)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Pteropodidae	9367	Micropteropus	2432977	Micropteropus pusillus	2432978	LC
2438113	Phenacomys ungava Merriam, 1889	2438113	Phenacomys ungava Merriam, 1889	601	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Phenacomys	2438112	Phenacomys ungava	2438113	LC
4263639	Tamias minimus selkirki (Cowan, 1946)	4263639	Tamias minimus selkirki (Cowan, 1946)	5	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Tamias	2437422	Tamias minimus	2437432	
4835391	Elomeryx Marsh, 1894	4835391	Elomeryx Marsh, 1894	3	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Anthracotheriidae	3240403	Elomeryx	4835391			
4968648	Neoplagiaulax paskapooensis Scott, 2005	4968648	Neoplagiaulax paskapooensis Scott, 2005	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Ptilodontidae	4831421	Neoplagiaulax	4831437	Neoplagiaulax paskapooensis	4968648	
4968735	Microcosmodontidae	4968735	Microcosmodontidae	1	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Microcosmodontidae	4968735					
4972455	Miospermophilus wyomingensis Black, 1963	4972455	Miospermophilus wyomingensis Black, 1963	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Miospermophilus	4828023	Miospermophilus wyomingensis	4972455	
4973737	Euroxenomys Samson & Radulesco, 1973	4973737	Euroxenomys Samson & Radulesco, 1973	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Castoridae	5493	Euroxenomys	4973737			
5218812	Procyon lotor vancouverensis Nelson & Goldman, 1930	5218812	Procyon lotor vancouverensis Nelson & Goldman, 1930	74	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Procyonidae	5311	Procyon	2433592	Procyon lotor	5218786	
5220013	Hyperoodon ampullatus (Forster, 1770)	5220013	Hyperoodon ampullatus (Forster, 1770)	1580	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Cetacea	733	Hyperoodontidae	5316	Hyperoodon	2440373	Hyperoodon ampullatus	5220013	DD
6066827	Erethizon dorsatus epixanthus Brandt, 1835	6066827	Erethizon dorsatus epixanthus Brandt, 1835	8	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Erethizontidae	5498	Erethizon	2437593	Erethizon dorsatus	6066824	
4831179	Protungulatum donnae Sloan & Van Valen, 1965	4831179	Protungulatum donnae Sloan & Van Valen, 1965	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Scandentia	801	Tupaiidae	5528	Protungulatum	4831178	Protungulatum donnae	4831179	
4831662	Bessoecetor Simpson, 1936	4831662	Bessoecetor Simpson, 1936	3	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Pantolestidae	3239947	Bessoecetor	4831662			
4968694	Cimolodon electus Fox, 1971	4968694	Cimolodon electus Fox, 1971	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Cimolodontidae	3239692	Cimolodon	3239693	Cimolodon electus	4968694	
8316400	Sorex araneus Linnaeus, 1758	8316400	Sorex araneus Linnaeus, 1758	61	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Soricidae	5534	Sorex	2435935	Sorex araneus	8316400	LC
8630191	Megacerops assiniboiensis Lambe, 1908	8630191	Megacerops assiniboiensis Lambe, 1908	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Perissodactyla	795	Brontotheriidae	3239449	Megacerops	4830388	Megacerops assiniboiensis	8630191	
9913276	BOLD:AAX0366	9913276	BOLD:AAX0366	1	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Ondatra	5219857	Ondatra zibethicus	5219858	
10300689	BOLD:AAA3192	10300689	BOLD:AAA3192	54	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Microtus	2438591	Microtus pennsylvanicus	2438655	
2439261	Rattus norvegicus (Berkenhout, 1769)	2439261	Rattus norvegicus (Berkenhout, 1769)	621	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Muridae	5510	Rattus	2439223	Rattus norvegicus	2439261	LC
4968619	Cimolomys clarki Sahni, 1972	4968619	Cimolomys clarki Sahni, 1972	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Cimolomyidae	4831393	Cimolomys	4831394	Cimolomys clarki	4968619	
4968695	Cimolodon similis Fox, 1971	4968695	Cimolodon similis Fox, 1971	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Cimolodontidae	3239692	Cimolodon	3239693	Cimolodon similis	4968695	
4973022	Leptodontomys russelli (Storer, 1970)	9260797	Adjidaumo russelli (Storer, 1970)	4	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Eomyidae	4829337	Leptodontomys	4829339	Adjidaumo russelli	9260797	
4973032	Metanoiamys lacus (Storer, 1987)	9375990	Namatomys lacus (Storer, 1987)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Eomyidae	4829337	Metanoiamys	4829360	Namatomys lacus	9375990	
4974541	Paromomys depressidens Gidley, 1923	4974541	Paromomys depressidens Gidley, 1923	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Primates	798	Paromomyidae	4827420	Paromomys	4827424	Paromomys depressidens	4974541	
5220119	Rangifer tarandus granti J.A.Allen, 1902	5220116	Rangifer tarandus groenlandicus (Borowski, 1780)	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Rangifer	2440913	Rangifer tarandus	5220114	
6163376	Sorex palustris labradorensis Burt, 1938	6163376	Sorex palustris labradorensis Burt, 1938	9	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Soricidae	5534	Sorex	2435935	Sorex palustris	2436006	
10563822	BOLD:ACV6716	10563822	BOLD:ACV6716	3	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Camelidae	5716	Camelops	4835773			
3240709	Pseudotomus Cope, 1872	3240709	Pseudotomus Cope, 1872	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Ischyromyidae	3240708	Pseudotomus	3240709			
4970496	Pseudoprotoceras semicinctus (Cope, 1889)	9358378	Leptomeryx semicinctus (Cope, 1889)	10	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Leptomerycidae	4834682	Leptomeryx	4834683	Leptomeryx semicinctus	9358378	
9160116	Microtus pennsylvanicus rubidus Dale, 1940	2438655	Microtus pennsylvanicus (Ord, 1815)	122	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Microtus	2438591	Microtus pennsylvanicus	2438655	
2433670	Enhydra lutris (Linnaeus, 1758)	2433670	Enhydra lutris (Linnaeus, 1758)	181	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Mustelidae	5307	Enhydra	2433669	Enhydra lutris	2433670	EN
2438724	Myodes Pallas, 1811	2438724	Myodes Pallas, 1811	1679	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Myodes	2438724			
3240276	Protoceras Marsh, 1891	3240276	Protoceras Marsh, 1891	2	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Protoceratidae	3240275	Protoceras	3240276			
4827024	Hibbarderix Martin & Green, 1984	4827024	Hibbarderix Martin & Green, 1984	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Plesiosoricidae	4827023	Hibbarderix	4827024			
4970006	Miomustela madisonae (Douglass, 1929)	9415858	Mustela madisonae (Douglass, 1929)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Mustelidae	5307	Miomustela	4833796	Mustela madisonae	9415858	
6164440	Mephitis mephitis spissigrada Bangs, 1898	6164440	Mephitis mephitis spissigrada Bangs, 1898	12	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Mephitidae	9679	Mephitis	5219379	Mephitis mephitis	5219380	
10110385	BOLD:AAC1489	10110385	BOLD:AAC1489	13	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Vespertilionidae	9368	Perimyotis	4831832	Perimyotis subflavus	7665644	
2435035	Felis catus Linnaeus, 1758	2435035	Felis catus Linnaeus, 1758	110	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Felidae	9703	Felis	2435022	Felis catus	2435035	
4969936	Plionictis ogygia (Matthew, 1901)	9419940	Martes ogygia (Matthew, 1901)	2	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Mustelidae	5307	Plionictis	4833795	Martes ogygia	9419940	
5219079	Gulo gulo luscus (Linnaeus, 1758)	5219079	Gulo gulo luscus (Linnaeus, 1758)	218	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Mustelidae	5307	Gulo	5219072	Gulo gulo	5219073	
5816581	Mustela furo Linnaeus, 1758	5218913	Mustela putorius furo Linnaeus, 1758	2	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Mustelidae	5307	Mustela	2433922	Mustela putorius	5218911	
9165201	Evotomys gapperi ochraceus Miller, 1894	5706760	Myodes gapperi (Vigors, 1830)	3	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Myodes	2438724	Myodes gapperi	5706760	
10625300	BOLD:ACH2497	10625300	BOLD:ACH2497	1	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Vespertilionidae	9368	Myotis	2432384	Myotis evotis	2432413	
4828635	Mus decumanus Pallas, 1779	2439261	Rattus norvegicus (Berkenhout, 1769)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Muridae	5510	Rattus	2439223	Rattus norvegicus	2439261	
4835681	Parablastomeryx Frick, 1937	4835681	Parablastomeryx Frick, 1937	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Moschidae	5301	Parablastomeryx	4835681			
4969210	Equus giganteus Gidley, 1901	4969210	Equus giganteus Gidley, 1901	35	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Perissodactyla	795	Equidae	5479	Equus	8652950	Equus giganteus	4969210	
4975046	Peradectes protinnominatus McKenna, 1960	4975046	Peradectes protinnominatus McKenna, 1960	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Didelphimorphia	783	Didelphidae	5455	Peradectes	4826807	Peradectes protinnominatus	4975046	
